TOT CHKOUT,TITLE,AUTHOR,PUBLISHER,CREATED(ITEM),AGE
2,Sonic the Hedgehog archives. Volume 15 / [various contributors],,"Mamaroneck, NY : Archie Comic Publications, [2011]",2019,J
8,"Super sons. Vol. 3, Parent trap / Peter J. Tomasi, writer Carlo Barberi, Paul Pelletier, Brent Peeples, pencillers Art Thibert, Cam Smith, Scott Hanna, inkers Gabe Eltaeb, Protobunker Hi-Fi, colorists Rob Leigh, Dave Sharpe, Carlos M. Mangual, Travis Lanham, letterers Jorge Jimenez and Alejandro Sanchez, collection cover artists.","Tomasi, Peter, writer.","Burbank, CA : DC Comics, [2018]",2019,YA
7,"Cosmic Ghost Rider. Baby Thanos must die / writer, Donny Cates artist, Dylan Burnett, Brian Level color artist, Antonio Fabela, Jordan Boyd letterer, VC's Clayton Cowles cover art, Geoff Shaw and Antonio Fabela.","Cates, Donny, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2018]",2019,YA
7,"Doctor Strange. Vol. 2, City of sin / writer, Donny Cates artists, Niko Henrichon & Frazer Irving color assistant, Laurent Grossat letterer, VC's Cory Petit cover art, Niko Henrichon & Mike del Mundo.","Cates, Donny, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2018]",2019,YA
6,PTSD / Guillaume Singelin.,"Singelin, Guillaume, author, illustrator.","New York, NY : First Second, 2019.",2019,YA
6,"Rogue & Gambit. Ring of fire / writer, Kelly Thompson artist, Pere PÃ©rez color artist, Frank D'Armata letterer, VC's Joe Caramagna cover art, Kris Anka.","Thompson, Kelly, 1976- author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2018]",2019,YA
2,"Iceman. Vol. 1, Thawing out / writer, Sina Grace artist, Alessandro Vitti (issues #1, 3 & 5) pencilers, Edgar Salazar (issues #2 & 4) with Ibraim Roberson (#2) inkers, Ed Tadeo with Ibraim Roberson (#2) color artist, Rachelle Rosenberg letterer, VC's Joe Sabino cover artists, Kevin Wada (#1-4) & Marco D'Alfonso (#5).","Grace, Sina, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2017]",2019,YA
7,One dirty tree : a novella / by Noah Van Sciver.,"Van Sciver, Noah, author, illustrator.","Minneapolis, MN : Uncivilized Books, 2018.",2019,YA
2,"Superman. Vol. 7, Bizarroverse / Patrick Gleason, Peter J. Tomasi, writers Patrick Gleason, Doug Mahnke, Scott Godlewski, pencillers Patrick Gleason, Scott Godlewski, Jaime Mendoza, Doug Mahnke, Joe Prado, inkers Stephen Downer, Gabe Eltaeb, Alejandro Sanchez, Wil Quintana, colorists Rob Leigh, Tom Napolitano, letterers Patrick Gleason, Alejandro Sanchez, collection cover artists.","Tomasi, Peter, writer.","Burbank, CA : DC Comics, [2018]",2019,YA
2,The Archies. Volume one / story by Alex Segura and Matthew Rosenberg art by Joe Eisma lettering by Jack Morelli colors by Matt Herms.,"Segura, Alex, 1980- author.","[Mamaroneck, NY] : Archie Comic Publications, Inc, [2018]",2019,YA
2,"The Mighty Captain Marvel. Vol. 3, Dark origins / Margaret Stohl, writer Michele Bandini, artist Erick Arciniega, color artist VC's Joe Caramagna, letterer Phil Noto, cover art.","Stohl, Margaret, author.","New York : Marvel Comics, [2018];""Â©2018""",2019,YA
2,The unwanted : stories of the Syrian refugees / written and illustrated by Don Brown.,"Brown, Don, 1949- author, illustrator.","Boston : Houghton Mifflin Harcourt, [2018]",2019,YA
42,The prince and the dressmaker / Jen Wang.,"Wang, Jen, 1984-, author, artist.","New York : First Second, 2018.",2019,J
19,"Check, please! Book 1, #Hockey / Ngozi Ukazu","Ukazu, Ngozi, author, illustrator.","New York, NY : First Second, 2018.",2019,YA
14,"Generations / writers, Greg Pak, Cullen Bunn, Jason Aaron, Kelly Thompson, Brian Michael Bendis, [and others] artists, Matteo Buffagni, Ramon Rosanas, Stefano Raffaele, [and others] letterers, VC' s Cory Petit, VC's Travis Lanham, VC's Joe Sabino, VC's Clayton Cowles, VC's Joe Caramagna.",,"New York : Marvel Comics, [2018]",2019,YA
11,"The adventure zone. 1, Here there be gerblins / based on the podcast by Griffin McElroy, Clint McElroy, Travis McElroy, Justin McElory   adaptation by Clint McElroy, Carey Pietsch   art by Carey Pietsch.","McElroy, Clint, 1955-, author, adaptor.","New York : First Second, 2018.",2019,YA
10,"Bigby bear. 1 / Philippe Coudray, story and art Miceal Ogriefa, translator.","Coudray, Philippe, author, illustrator.","Los Angeles : Big, an imprint of Humanoids, Inc., 2019.",2019,J
2,Magic Trixie and the dragon / written and illustrated by Jill Thompson lettered by Jason Arthur.,"Thompson, Jill, 1966-","New York, N.Y. : HarperTrophy, c2009.",2019,J
61,Disney Frozen. Breaking boundaries / story & script by Joe Caramagna   art by Kawaii Creative Studios   lettering by Richard Starkings and Comicraft's Jimmy Betancourt.,"Caramagna, Joe, author.","Milwaukie, OR : Dark Horse Books, 2019.",2019,J
49,"Bird & Squirrel. 1 ,  On the run! / James Burks.","Burks, James (James R.), author.","New York : Graphix, an imprint of Scholastic, 2012.",2019,J
40,Garfield. Nutty as a fruitcake / by Jim Davis.,"Davis, Jim, 1945 July 28- author, illustrator.","New York : Ballantine Books, [2018];""Â©2018""",2019,J
28,"Pizzasaurus rex / written and illustrated by Justin Wagner, colored by Warren Wucinich, lettered by Melanie Ujimori   edited by Robin Herrera.","Wagner, Justin, author, illustrator.","Portland, OR : Oni Press, 2018.",2019,J
28,"Scooby-Doo. Volume 1,  Team-up / Sholly Fisch writer   Dario Brizuela artist.","Fisch, Sholly, author.","New York, NY : DC Comics, [2014];""Â©2014.""",2019,J
25,"Hotel Transylvania. [1], Kakieland katastrophe / Stefan Petrucha--writer   Allen Gladfelter--artist   Laurie E. Smith--colorist (pages 1-30)   Matt Herms--colorist (pages 31-50)   Wilson Ramos Jr.--letterer.","Petrucha, Stefan, author.","New York : Papercutz, [2017]",2019,J
25,"Team Taekwondo. #1, Ara's rocky road to white belt / Master Taekwon Lee & Jeffrey Nodelman   illustrated by Ethen Beavers.","Lee, Lucas, author.","Emmaus, PA : Rodale Kids, an imprint of Rodale Books, [2017];""Â©2017""",2019,J
24,"Team Taekwondo. #2, Baeoh and the bully / Master Taekwon Lee & Jeffrey Nodelman   illustrated by Ethen Beavers.","Lee, Lucas, author.","New York, NY : Rodale Kids, [2018];""Â©2018""",2019,J
23,"Batman & Robin adventures. Volume 1 / Paul Dini, Ty Templeton, writers   Ty Templeton, Rick Burchett, Tim Harkins, Brandon Kruse, pencillers   Rick Burchett, inker.","Dini, Paul, author.","Burbank, CA : DC Comics, [2016]",2019,J
23,Hex vet. Witches in training / written & illustrated by Sam Davies   letters by Mike Fiorentino.,"Davies, Sam (Illustrator) author, artist.","Los Angeles, CA : KaBoom!, [2018];""Â©2018""",2019,J
16,"Teen Titans go! Volume 5, Falling stars / Sholly Fisch, Ivan Cohen, Matthew K. Manning, J. Torres, Amanda Deibert, writers   Marcelo Di Chiara, Lea Hernandez, Jeremy Lawson, Erich Owen, Sandy Jarrell, artists   Franco Riesco, Lea Hernandez, Jeremy Lawson, Erich Owen, colorists   Wes Abbott, letterer   Marcelo Di Chiara and Franco Riesco, collection cover artists.","Fisch, Sholly, writer.","Burbank, CA : DC Comics, [2018];""Â©2018.""",2019,J
13,Pets on the Loose. The great art caper / Victoria Jamieson.,"Jamieson, Victoria, author, illustrator.","New York, NY : Henry Holt and Company, 2017.;""Â©2017.""",2019,J
12,"Geeky f@b 5 , #1 : it's not rocket science / Lucy & Liz Lareau, writers   Ryan Jampole, artist.","Lareau, Lucy, author.","New York : Papercutz, 2018.",2019,J
12,"Supergirl : cosmic adventures in the 8th grade / Landry Q. Walker, writer   Eric Jones, artist   Joey Mason, colorist   Pat Brosseau, Travis Lanham, Sal Cirpiano, letterers.","Walker, Landry Q. (Landry Quinn), author.","Burbank, CA : DC Comics, [2016];""Â©2016""",2019,J
10,My Beijing : four stories of everyday wonder / Nie Jun   translation by Edward Gauvin.,"Jun, Nie, 1975-, author, illustrator.","Minneapolis : Graphic Universe, 2018.;""2016""",2019,J
9,"Secondhand Heroes. 3, The last battle / Justin LaRocca Hansen.","Hansen, Justin LaRocca, author, illustrator.","New York, NY : Dial Books for Young Readers, [2018]",2019,J
11,Stephen McCranie's Space Boy. Volume 3 / written and illustrated by Stephen McCranie.,"McCranie, Stephen, 1987- author, artist.","Milwaukie, OR : Dark Horse Books, 2019.",2019,YA
8,"Norroway. Book 1, The black bull of Norroway / words by Cat Seaton, pictures by Kit Seaton.","Seaton, Cat, author.","Portland, OR : Image Comics, [2018];""Â©2018.""",2019,YA
5,"Titans. Vol. 5, The spark / Dan Abnett, writer Brent Peeples, Brandon Peterson, Guillem March, Matt Santorelli [and seven others], artists Ivan Plascencia, Luis Guerrero, Marcelo Maiolo, Michael Atiyeh [and four others], colorists Dave Sharpe, letterer Stjepan Sejic, collection cover artist.","Abnett, Dan, writer.","Burbank, CA : DC Comics, [2019]",2019,YA
4,"Marvel 2-in-one : The Thing and the Human Torch. Vol. 2, Next of kin / Chip Zdarsky, writer Declan Shalvey, artist Jordie Bellaire, color artist RamÃ³n K. PÃ©rez, artist Frederico Blee, color artist VC's Joe Caramagna, letterer","Zdarsky, Chip, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2018]",2019,YA
3,"New Super-Man and the Justice League of China / Gene Luen Yang, writer Brent Peeples, penciller Matt Santorelli, Scott Hanna, inkers Hi-Fi, colorist Dave Sharpe, letterer Bernard Chang, collection cover artist.","Yang, Gene Luen, writer.","Burbank, CA : DC Comics, [2019]",2019,YA
3,"Shutter. Volume four, All roads / Joe Keatinge, writer Leila Del Duca, artist Owen Gieni, colorist John Workman, letterer.","Keatinge, Joe, author.","Berkeley, CA : Image Comics, Inc., [2016]",2019,YA
10,"5 worlds. Book 1, The sand warrior / Mark Siegel and Alexis Siegel Xanthe Bouma, Matt Rockefeller, Boya Sun.","Siegel, Mark, 1967-, author.","New York : Random House, [2017]",2019,J
8,"Star wars adventures. Mechanical mayhem / writers, John Barber, Elsa Charretier, Pierrick Colinet, Nick Brokenshire, Scott Peterson artists, Chad Thomas, Elsa Charretier, Nick Brokenshire, Mauricet colorists, Matt Herms, Sarah Stern, Valentina Pinto cover artist, Chad Thomas cover colorist, Jordan Boyd letterer, Tom B. Long.",,"San Diego, CA : IDW Publishing, [2019];""Â©2019""",2019,J
6,Far Out Folktales. Paul Bunyan and Babe the Blue Whale : a graphic novel / by Penelope Gruber illustrated by Otis Frampton.,"Gruber, Penelope, author.","North Mankato, Minnesota : Stone Arch Books, [2019]",2019,J
5,"Far Out Folktales. John Henry, steel-drivin' elf : a graphic novel / by Benjamin Harper illustrated by Alex Lopez.","Harper, Benjamin, author.","North Mankato, Minnesota : Stone Arch Books, [2019]",2019,J
5,Far Out Folktales. Johnny Slimeseed and the freaky forest : a graphic novel / by Stephanie True Peters illustrated by Berenice Muniz.,"Peters, Stephanie True, 1965- author.","North Mankato, Minnesota : Stone Arch Books, [2019]",2019,J
5,"Far Out Folktales. Pecos Bill, monster wrangler : a graphic novel / by Benjamin Harper illustrated by Fern Cano.","Harper, Benjamin, author.","North Mankato, Minnesota : Stone Arch Books, [2019]",2019,J
7,"Miss Kobayashi's dragon maid. Kanna's daily life. Vol. 2 / original story by coolkyousinnjya   story and art by Mitsuhiro Kimura   translation, Jenny McKeon   adaptation, Shanti Whitesides.","Kimura, Mitsuhiro (Manga artist), author, artist.","[Los Angeles, California] : Seven Seas Entertainment, LLC, [2018];""Â©2016.""",2019,YA
6,"Miss Kobayashi's dragon maid. Kanna's daily life. Vol. 1 / original story by Coolkyousinnjya   story & art by Mitsuhiro Kimura   translation, Jenny McKeon   adaptation, Shanti Whitesides   lettering, Jennifer Skarupa   editor, Adam Arnold.","Kimura, Mitsuhiro (Manga artist), author, artist.","[Los Angeles] : Seven Seas Entertainment, [2017]",2019,YA
5,Miss Kobayashi's dragon maid. Kanna's daily life. Vol. 3 / story & art by Mitsuhiro Kimura   original story by coolkyousinnjya.,"Kimura, Mitsuhiro (Manga artist), author, artist..",,2019,YA
159,"Wings of fire : the graphic novel. Book two, The lost heir / by Tui T. Sutherland adapted by Barry Deutsch art by Mike Holmes color by Maarta Laiho.","Deutsch, Barry adapter.","New York : Graphix, an imprint of Scholastic, 2019.",2019,J
11,"Batman. Vol. 9, The tyrant wing / Tom King, Tom Taylor, Ram V, Cheryl Lynn Eaton, Jordie Bellaire, writers Mikel JanÃ­n, Otto Schmidt, Jorge Fornes, Elena Casagrande, Jill Thompson, Brad Walker, Andrew Hennessy, artists Jordie Bellaire, Matt Wilson, Trish Mulvihill, Otto Schmidt, colorists Clayton Cowles, Steve Wands, Deron Bennett, Tom Napolitano, A Larger World's Troy Peteri, letterers Mikel Janin, cover artist.","King, Tom, 1978- author.","Burbank, CA : DC Comics, [2019]",2019,YA
9,"Oblivion song. Chapter two / Robert Kirkman writer/creator Lorenzo De Felici, aritst/creator Annalisa Leoni, colorist Rus Wooton, letterer.","Kirkman, Robert, author, creator.","Portland, OR : Image Comics, [2019]",2019,YA
8,"Aquaman/Suicide Squad. Sink Atlantis! / Rob Williams, Dan Abnett, writers JosÃ© Luis, Joe Bennett, pencillers Jordi Tarragona, Vicente Cifuentes, inkers Adriano Lucas, colorist Pat Brosseau, Steve Wands, letterers Rafa Sandoval and Ivan Plascencia, collection cover artists.","Williams, Rob (Robert Glyndwr), writer.","Burbank, CA : DC Comics, [2019]",2019,YA
6,"Birthright. Volume 7, Blood brothers / Joshua Williamson, creator, writer Andrei Bressan, creator, artist Adriano Lucas, colorist Pat Brosseau, letterer.","Williamson, Joshua, author, creator.","Portland, OR : Image Comics, Inc., [2019]",2019,YA
3,"Doctor who : the twelfth doctor. Vol. 4, The school of death / writer, Robbie Morrison artists, Rachael Stott, Simon Fraser colorists, Ivan Nunes, Marcio Menys letters, Richard Starkings and Comicraft's Jimmy Betancourt.","Morrison, Robbie, author.","London : Titan Comics, a division of Titan Publishing Group, 2016.",2019,YA
3,"Heavy vinyl. Riot on the radio / created & written by Carly Usdin penciled by Nina Vakueva inked by Irene Flores colored by Rebecca Nalty, with Kieran Quigley & Walter Baiamonte lettered by Jim Campbell.","Usdin, Carly, author.","Los Angeles, CA : Boom! Box, 2018.",2019,YA
2,"Rough Riders. Volume 2, Riders on the storm / Adam Glass, creator & writer Patrick Olliffe, artist Gabe Eltaeb, colorist Sal Cipriano, letterer.","Glass, Adam, 1968- author, creator.","Sherman Oaks, CA : Aftershock Comics [2017]",2019,YA
1,Solo : a Star Wars story / [manuscript adaptation Alessandro Ferrari].,"Ferrari, Alessandro, 1978- author, adaptor.","San Diege, California : IDEA & DESIGN WORKS, 2018.",2019,YA
67,"Cleopatra in space. Book five, Fallen empires / Mike Maihack.","Maihack, Mike, author, artist.","New York, NY : Graphix, an imprint of Scholastic, 2019.",2019,J
10,"Miraculous : tales of Ladybug and Cat Noir. Season two, No more evil-doing / adapted by Cheryl Black & Nicole D'Andria lettered by Justin Birch based on an animated series by Zag Entertainment.","Black, Cheryl, adapter.","[Pittsburgh, Pennsylvania] : Action Lab Entertainment, 2019.",2019,J
8,"Redstone Junior High. Book 5, Curse of the sand witches / Cara J. Stevens art by Mitchell Creeden.","Stevens, Cara J., author.","New York : Sky Pony Press, [2019]",2019,J
6,Heart and Brain / Nick Seluk.,"Seluk, Nick, author, illustrator.","Kansas City : Andrews McMeel Publishing, [2015];""Â©2015.""",2019,YA
4,Meanwhile / by Jason Shiga.,"Shiga, Jason, author","New York : Amulet Books, 2010.",2019,YA
41,"CatStronauts, Book 3. Space station situation / by Drew Brockington.","Brockington, Drew, author, illustrator.","New York : Little, Brown and Company, 2017.",2019,J
41,"Skip school, fly to space / Stephan T. Pastis.","Pastis, Stephan, author, illustrator.","[Kansas City] : Andrews McMeel Publishing, [2015];""Â©2015""",2019,J
22,"The wolf in underpants / Wilfrid Lupano, Mayana ItoÃ¯z, and Paul Cauuet   [translation by Nathan Sacks]","Lupano, Wilfrid, 1971- author.","Minneapolis : Graphic Universe, 2019.",2019,J
15,"Bee and PuppyCat. Volume three / created by Natasha Allegri   written by Patrick Seery   illustrated by Ji in Kim   letters by Leigh Luna (issue #9), Warren Montgomery (issues #10 & #11)    Fairy cat puppy  written and illustrated by Ko Takeuchi   translated by Mami Harada    Fishing ribbon  illustrated by Becky Dreistadt   cover by Natasha Allegri.","Allegri, Natasha, 1986- creator.","Los Angeles, CA : Published by Ka-BOOM!, a division of Boom Entertainment, Inc., 2016.",2019,J
14,Bee and PuppyCat. Volume one / created by Natasha Allegri   written by Natasha Allegri & Garrett Jackson   illustrated by Natasha Allegri with additional colors by Patrick Seery   letters by Britt Wilson   cover by Natasha Allegri.,"Allegri, Natasha, 1986- author.","Los Angeles, CA : published by Ka-BOOM!, a division of Boom Entertainment, Inc., 2015.",2019,J
10,Bee and PuppyCat. Volume two / created by Natasha Allegri.,"Allegri, Natasha, 1986- author, illustrator.","Los Angeles, CA : published by Ka-BOOM!, a division of Boom Entertainment, Inc., 2016.",2019,J
